SeniorCitizen,tenure,MonthlyCharges,EstimatedTotalSpend,NumActiveServices,AvgMonthlyChargePerService,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,TenureGroup_Established,TenureGroup_Loyal,TenureGroup_Veteran
-0.45059334178488003,0.9447734112318797,1.4862008176603407,1.6898056193205229,1.1537269335129055,0.7997229744402742,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,1.446899072099442
-0.45059334178488003,1.2326869200408586,-0.2348378663365278,0.609018489126595,-0.5469006295001038,-0.06048735761924952,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,1.446899072099442
-0.45059334178488003,0.8213819074566031,0.9462671128770095,1.1686565242044986,-0.5469006295001038,1.220676966724722,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,1.446899072099442
-0.45059334178488003,1.6028614313666885,1.6211842438561737,2.5958441140553425,-0.5469006295001038,1.9527708663498489,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,1.446899072099442
-0.45059334178488003,-0.9883601479141207,0.3388416949957617,-0.7327855902341024,-0.5469006295001038,0.5617924570621079,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,-0.691133209829906
-0.45059334178488003,0.16329388732179442,0.13636655570201248,0.11043187605718972,-0.5469006295001038,0.3421642871745699,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,1.8174906180906587,-0.691133209829906
-0.45059334178488003,0.2455548898386455,-0.5048047187281934,-0.15545149080590923,-2.247528192513113,0.5800948045527362,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.422586363921835,1.8174906180906587,-0.691133209829906
-0.45059334178488003,1.561730930108263,1.3174715349155497,2.2627157026611435,-0.5469006295001038,1.6233286115185417,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.422586363921835,-0.5502091675447199,1.446899072099442
-0.45059334178488003,-0.9472296466556952,-0.8760091407667338,-0.8584276471211575,-2.247528192513113,-0.023882662637993317,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.422586363921835,-0.5502091675447199,-0.691133209829906
-0.45059334178488003,0.2455548898386455,-1.550926271745898,-0.6903150357934078,1.1537269335129055,-1.6710939367945283,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.422586363921835,1.8174906180906587,-0.691133209829906
2.219295997670145,-0.782707641621993,-1.550926271745898,-0.9115158401720258,1.1537269335129055,-1.6710939367945283,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,2.366380189647975,-0.5502091675447199,-0.691133209829906
